train,val
D331,D336
D335,D370
D341,D378
D343,D433
D349,H019
D351,H067
D375,H082
D376,H091
D382,H112
D388,H131
D397,H188
D404,H215
D408,H276
D411,H310
D427,M032
D430,M039
H002,M059
H011,M071
H014,OC018
H023,
H040,
H042,
H046,
H057,
H068,
H072,
H078,
H083,
H085,
H086,
H089,
H094,
H096,
H103,
H106,
H114,
H129,
H142,
H144,
H147,
H168,
H173,
H182,
H190,
H201,
H207,
H228,
H231,
H243,
H249,
H256,
H281,
H292,
H299,
H307,
H314,
H316,
M012,
M014,
M030,
M033,
M040,
M044,
M049,
M054,
M056,
M058,
M060,
M062,
M063,
M064,
M073,
M087,
OC008,
OC017,
OC022,
OC034,
