train,val
361049,635019
801250,1038407
1150997,1717872
1374299,1945633
1503203,1996566
1647314,2243345
1733608,2293394
1746731,2552756
1767721,2640644
1851333,2717533
1966013,2778035
1969370,2906407
1971642,3007488
1994866,3043462
2003045,3087924
2004960,3158296
2052070,
2188987,
2193607,
2223946,
2224393,
2286314,
2352378,
2470261,
2485132,
2485364,
2514248,
2572851,
2575221,
2583872,
2630938,
2649818,
2655244,
2692286,
2695586,
2761293,
2764443,
2775474,
2787472,
2799356,
2862149,
2888017,
2902162,
2909711,
2937351,
2959832,
2977380,
2983362,
3014307,
3020537,
3022861,
3033080,
3064482,
3072738,
3124696,
3128309,
3136455,
3145706,
3165600,
3180018,
5102450,
8003188,
