train,val
D329,D328
D330,D334
D332,D358
D333,D379
D339,D387
D340,D414
D355,D434
D357,H006
D360,H043
D363,H070
D365,H099
D377,H150
D380,H176
D381,H213
D383,H230
D384,H259
D393,H267
D394,H271
D405,H289
D407,H318
D416,M007
D418,M070
D424,OC027
D426,
D439,
D440,
D441,
D450,
H024,
H030,
H032,
H033,
H052,
H063,
H065,
H066,
H081,
H084,
H095,
H098,
H100,
H102,
H109,
H110,
H113,
H119,
H132,
H159,
H180,
H195,
H197,
H204,
H210,
H219,
H222,
H224,
H229,
H233,
H239,
H248,
H250,
H253,
H255,
H261,
H262,
H264,
H266,
H269,
H273,
H279,
H284,
H285,
H287,
H288,
H296,
H297,
H309,
H311,
H317,
H320,
H322,
H324,
M013,
M025,
M083,
OC005,
OC010,
OC015,
OC029,
OC037,
OC038,
OC040,
