train,val
1,D331
10,D341
11,D370
12,D376
13129,D397
13136,D408
13280,D430
14,H011
15,H023
17,H046
1711,H068
19,H082
2,H086
2054,H094
2121,H106
22,H129
2303,H144
2313,H173
2398,H207
25,H215
2510,H243
2553,H276
26,H299
2685,H314
27,M014
2710,M039
28,M049
2807,M056
29,M062
3,M071
31,M087
3219,OC034
33,
34,
3480,
35,
36,
3604,
3714,
38,
3812,
3845,
39,
4,
4050,
4086,
41,
4114,
4237,
4322,
4350,
4378,
44,
4421,
4541,
4564,
4787,
48,
49,
4968,
5,
5161,
52,
53,
5462,
55,
56,
5980,
6,
65,
69,
7,
70,
7053,
7064,
7078,
71,
72,
7203,
7270,
7301,
7339,
7598,
76,
7715,
78,
79,
7924,
8,
80,
8005,
81,
82,
8228,
83,
8318,
84,
85,
86,
8985,
8986,
90,
91,
93,
94,
95,
96,
97,
99,
CU-01,
CU-02,
CU-03,
CU-04,
CU-05,
CU-06,
CU-07,
CU-08,
CU-09,
CU-10,
CU-11,
CU-12,
CU-13,
CU-14,
CU-15,
CU-16,
CU-17,
CU-18,
CU-19,
CU-20,
CU-21,
CU-22,
CU-23,
CU-24,
CU-25,
CU-26,
CU-27,
CU-28,
CU-29,
CU-30,
CU-31,
CU-32,
CU-33,
CU-34,
CU-35,
CU-36,
CU-37,
CU-38,
CU-39,
CU-40,
CU-41,
CU-42,
CU-43,
CU-44,
CU-45,
CU-46,
D335,
D336,
D343,
D349,
D351,
D375,
D378,
D382,
D388,
D404,
D411,
D427,
D433,
H002,
H014,
H019,
H040,
H042,
H057,
H067,
H072,
H078,
H083,
H085,
H089,
H091,
H096,
H103,
H112,
H114,
H131,
H142,
H147,
H168,
H182,
H188,
H190,
H201,
H228,
H231,
H249,
H256,
H281,
H292,
H307,
H310,
H316,
M012,
M030,
M032,
M033,
M040,
M044,
M054,
M058,
M059,
M060,
M063,
M064,
M073,
OC008,
OC017,
OC018,
OC022,
