train,val
10,1
11,13136
12,19
13129,22
13280,2510
14,29
15,31
17,35
1711,39
2,4086
2054,44
2121,4787
2303,5
2313,56
2398,69
25,7203
2553,7301
26,7924
2685,83
27,86
2710,90
28,96
2807,CU-02
3,CU-07
3219,CU-12
33,CU-17
34,CU-22
3480,CU-27
36,CU-32
3604,CU-37
3714,CU-42
38,D331
3812,D351
3845,H023
4,H057
4050,H083
41,H096
4114,H114
4237,H173
4322,H207
4350,H245
4378,H299
4421,M012
4541,M033
4564,M056
48,M063
49,OC008
4968,OC034
5161,
52,
53,
5462,
55,
5980,
6,
65,
7,
70,
7053,
7064,
7078,
71,
72,
7270,
7339,
7598,
76,
7715,
78,
79,
8,
80,
8005,
81,
82,
8228,
8318,
84,
85,
8985,
8986,
91,
93,
94,
95,
97,
99,
CU-01,
CU-03,
CU-04,
CU-05,
CU-06,
CU-08,
CU-09,
CU-10,
CU-11,
CU-13,
CU-14,
CU-15,
CU-16,
CU-18,
CU-19,
CU-20,
CU-21,
CU-23,
CU-24,
CU-25,
CU-26,
CU-28,
CU-29,
CU-30,
CU-31,
CU-33,
CU-34,
CU-35,
CU-36,
CU-38,
CU-39,
CU-40,
CU-41,
CU-43,
CU-44,
CU-45,
CU-46,
D335,
D336,
D341,
D349,
D370,
H002,
H014,
H019,
H021,
H040,
H042,
H046,
H067,
H068,
H072,
H078,
H085,
H086,
H089,
H091,
H094,
H103,
H106,
H112,
H129,
H142,
H144,
H147,
H168,
H182,
H188,
H201,
H215,
H228,
H231,
H243,
H249,
H256,
H276,
H281,
H292,
H307,
H310,
H314,
H316,
M014,
M030,
M032,
M039,
M040,
M044,
M049,
M054,
M058,
M059,
M060,
M062,
M064,
M071,
M073,
M086,
M087,
OC017,
OC018,
OC022,
