train,val
10,1
11,13136
12,14
13280,1711
15,2054
17,2313
19,2510
2,27
22,2807
2303,31
2398,3480
25,3714
2553,39
26,4086
2710,4378
28,4564
29,48
3,5
3219,5462
33,6
34,7
36,71
38,7339
3845,7715
4,7924
4050,8005
41,8318
4237,8986
4350,93
4421,96
4541,CU-02
4787,CU-06
49,CU-10
4968,CU-14
5161,CU-18
53,CU-24
55,CU-28
56,CU-31
65,CU-34
69,CU-39
70,CU-42
7053,CU-45
72,
7301,
7598,
76,
78,
79,
8,
80,
81,
83,
84,
85,
86,
8985,
94,
95,
97,
99,
CU-03,
CU-05,
CU-07,
CU-08,
CU-12,
CU-13,
CU-15,
CU-17,
CU-19,
CU-21,
CU-25,
CU-27,
CU-29,
CU-30,
CU-32,
CU-33,
CU-37,
CU-38,
CU-40,
CU-41,
CU-43,
CU-44,
CU-46,
