train,val
D327,D330
D328,D339
D329,D363
D332,D377
D333,D384
D334,D407
D340,D437
D355,D441
D357,D459
D358,H006
D360,H052
D364,H081
D365,H099
D367,H113
D379,H145
D380,H162
D381,H197
D383,H209
D387,H230
D393,H246
D394,H264
D405,H269
D414,H287
D416,H309
D418,H319
D424,M009
D426,M070
D434,OC027
D439,
D440,
D443,
D444,
D450,
D458,
D462,
D463,
D465,
D466,
H024,
H030,
H032,
H033,
H043,
H063,
H065,
H066,
H070,
H084,
H092,
H095,
H098,
H100,
H102,
H109,
H110,
H115,
H117,
H119,
H132,
H150,
H151,
H152,
H159,
H176,
H178,
H180,
H195,
H204,
H210,
H213,
H219,
H222,
H224,
H229,
H233,
H239,
H248,
H250,
H251,
H253,
H255,
H259,
H261,
H262,
H266,
H267,
H271,
H273,
H279,
H284,
H285,
H288,
H289,
H296,
H297,
H311,
H313,
H317,
H318,
H320,
H322,
H324,
M007,
M013,
M025,
M028,
M042,
M083,
OC005,
OC010,
OC015,
OC029,
OC037,
OC038,
OC040,
