train,val
10,1
11,19
12,2510
13129,3219
13136,39
13280,4421
14,52
15,70
17,76
1711,81
2,90
2054,CU-02
2121,CU-12
22,CU-22
2303,CU-32
2313,CU-42
2398,
25,
2553,
26,
2685,
27,
2710,
28,
2807,
29,
3,
31,
33,
34,
3480,
35,
36,
3604,
3714,
38,
3812,
3845,
4,
4050,
4086,
41,
4114,
4237,
4322,
4350,
4378,
44,
4541,
4564,
4787,
48,
49,
4968,
5,
5161,
53,
5462,
55,
56,
5980,
6,
65,
69,
7,
7053,
7064,
7078,
71,
72,
7203,
7270,
7301,
7339,
7598,
7715,
78,
79,
7924,
8,
80,
8005,
82,
8228,
83,
8318,
84,
85,
86,
8985,
8986,
91,
93,
94,
95,
96,
97,
99,
CU-01,
CU-03,
CU-04,
CU-05,
CU-06,
CU-07,
CU-08,
CU-09,
CU-10,
CU-11,
CU-13,
CU-14,
CU-15,
CU-16,
CU-17,
CU-18,
CU-19,
CU-20,
CU-21,
CU-23,
CU-24,
CU-25,
CU-26,
CU-27,
CU-28,
CU-29,
CU-30,
CU-31,
CU-33,
CU-34,
CU-35,
CU-36,
CU-37,
CU-38,
CU-39,
CU-40,
CU-41,
CU-43,
CU-44,
CU-45,
CU-46,
