train,val
D331,D336
D335,D343
D341,D375
D349,D382
D351,D388
D370,D427
D376,H002
D378,H019
D397,H042
D404,H046
D408,H068
D411,H082
D430,H086
D433,H096
H011,H112
H014,H142
H023,H168
H040,H173
H057,H201
H067,H228
H072,H256
H078,H281
H083,H310
H085,H314
H089,M014
H091,M033
H094,M044
H103,M056
H106,M063
H114,M073
H129,OC017
H131,OC034
H144,
H147,
H182,
H188,
H190,
H207,
H215,
H231,
H243,
H249,
H276,
H292,
H299,
H307,
H316,
M012,
M030,
M032,
M039,
M040,
M049,
M054,
M058,
M059,
M060,
M062,
M064,
M071,
M087,
OC008,
OC018,
OC022,
