train,val
D335,D331
D336,D341
D343,D370
D349,D376
D351,D397
D375,D408
D378,D433
D382,H011
D388,H023
D404,H057
D411,H072
D427,H083
D430,H089
H002,H094
H014,H106
H019,H131
H040,H144
H042,H182
H046,H190
H067,H215
H068,H249
H078,H276
H082,H299
H085,H316
H086,M030
H091,M039
H096,M049
H103,M058
H112,M062
H114,M064
H129,M087
H142,OC018
H147,
H168,
H173,
H188,
H201,
H207,
H228,
H231,
H243,
H256,
H281,
H292,
H307,
H310,
H314,
M012,
M014,
M032,
M033,
M040,
M044,
M054,
M056,
M059,
M060,
M063,
M071,
M073,
OC008,
OC017,
OC022,
OC034,
