train,val
1,D336
10,D378
12,H011
13136,H082
15,H106
1711,H112
2,H215
2054,H299
22,M030
25,M033
2510,M058
26,
2710,
31,
3219,
33,
34,
3480,
36,
3714,
38,
4086,
4421,
4564,
4968,
5,
5161,
53,
5462,
65,
7,
70,
7053,
72,
7339,
7924,
8,
80,
8005,
8318,
84,
86,
8985,
95,
96,
99,
CU-03,
CU-05,
CU-07,
CU-10,
CU-13,
CU-14,
CU-15,
CU-17,
CU-18,
CU-27,
CU-29,
CU-34,
CU-40,
CU-42,
CU-44,
D331,
D335,
D341,
D343,
D351,
D370,
D375,
D404,
D408,
D411,
D427,
D430,
H040,
H046,
H083,
H085,
H089,
H094,
H096,
H103,
H114,
H142,
H144,
H173,
H182,
H201,
H228,
H231,
H243,
H249,
H281,
H292,
H307,
H314,
M012,
M014,
M032,
M039,
M040,
M049,
M056,
M059,
M071,
