train,val
10,1
12,13136
15,2
1711,25
2054,2710
22,34
2510,36
26,4086
31,4968
3219,53
33,7
3480,72
3714,8
38,8318
4421,8985
4564,99
5,CU-07
5161,CU-15
5462,CU-18
65,CU-34
70,CU-44
7053,D331
7339,D351
7924,H046
80,H085
8005,H103
84,H114
86,H144
95,H201
96,H231
CU-03,H249
CU-05,H299
CU-10,M014
CU-13,M033
CU-14,M049
CU-17,M058
CU-27,
CU-29,
CU-40,
CU-42,
D335,
D341,
D370,
H021,
H040,
H083,
H089,
H094,
H096,
H106,
H112,
H142,
H173,
H182,
H215,
H228,
H243,
H245,
H281,
H292,
H307,
H314,
M012,
M030,
M032,
M039,
M040,
M056,
M059,
M071,
