train,val
1,12
10,15
13136,22
1711,2510
2,3219
2054,3480
25,38
26,4564
2710,5
31,65
33,7053
34,7924
36,8005
3714,86
4086,95
4421,CU-05
4968,CU-13
5161,CU-14
53,CU-29
5462,CU-42
7,D341
70,H021
72,H083
7339,H094
8,H096
80,H142
8318,H182
84,H228
8985,H245
96,H292
99,H314
CU-03,M012
CU-07,M032
CU-10,M040
CU-15,M071
CU-17,
CU-18,
CU-27,
CU-34,
CU-40,
CU-44,
D331,
D335,
D351,
D370,
H040,
H046,
H085,
H089,
H103,
H106,
H112,
H114,
H144,
H173,
H201,
H215,
H231,
H243,
H249,
H281,
H299,
H307,
M014,
M030,
M033,
M039,
M049,
M056,
M058,
M059,
