train,val
1,D331
10,D370
12,H021
13136,H083
14,H094
15,H106
1711,H114
2,H173
2054,H215
22,H243
2313,H281
2398,H292
2510,M012
2553,M032
27,M033
2710,M056
2807,M058
29,M071
31,M087
3219,
3480,
36,
3714,
3845,
39,
4,
4086,
41,
4378,
4421,
4564,
4787,
48,
4968,
5,
5161,
5462,
55,
6,
65,
7,
70,
71,
72,
7339,
7598,
7715,
78,
7924,
80,
8005,
81,
8318,
84,
86,
8986,
93,
94,
96,
97,
CU-02,
CU-03,
CU-06,
CU-07,
CU-10,
CU-12,
CU-14,
CU-15,
CU-18,
CU-19,
CU-24,
CU-25,
CU-28,
CU-29,
CU-31,
CU-32,
CU-34,
CU-37,
CU-39,
CU-40,
CU-42,
CU-43,
CU-45,
CU-46,
11,
13280,
17,
19,
2303,
25,
26,
28,
3,
33,
34,
38,
4050,
4237,
4350,
4541,
49,
53,
56,
69,
7053,
7301,
76,
79,
8,
83,
85,
8985,
95,
99,
CU-05,
CU-08,
CU-13,
CU-17,
CU-21,
CU-27,
CU-30,
CU-33,
CU-38,
CU-41,
CU-44,
D335,
D341,
D349,
D351,
H002,
H040,
H046,
H085,
H089,
H091,
H096,
H103,
H112,
H129,
H142,
H144,
H182,
H201,
H228,
H231,
H245,
H249,
H299,
H307,
H314,
H316,
M014,
M030,
M039,
M040,
M049,
M054,
M059,
M060,
M063,
M064,
OC034,
635019,
801250,
1038407,
1150997,
1647314,
1717872,
1733608,
1746731,
1969370,
1971642,
1996566,
2003045,
2004960,
2188987,
2223946,
2224393,
2286314,
2293394,
2352378,
2485132,
2572851,
2575221,
2630938,
2640644,
2655244,
2692286,
2761293,
2778035,
2799356,
2862149,
2902162,
2906407,
2937351,
2959832,
2983362,
3014307,
3033080,
3043462,
3087924,
3128309,
3145706,
3158296,
3180018,
8003188,
1374299,
1503203,
1851333,
1966013,
1994866,
2052070,
2193607,
2243345,
2485364,
2514248,
2649818,
2717533,
2764443,
2787472,
2909711,
2977380,
3020537,
3072738,
3136455,
3165600,
5102450,
