train,val
1,D341
10,H021
12,H083
13136,H094
15,H096
1711,H142
2,H182
2054,H228
22,H245
25,H292
2510,H314
26,M012
2710,M032
31,M040
3219,M071
33,
34,
3480,
36,
3714,
38,
4086,
4421,
4564,
4968,
5,
5161,
53,
5462,
65,
7,
70,
7053,
72,
7339,
7924,
8,
80,
8005,
8318,
84,
86,
8985,
95,
96,
99,
CU-03,
CU-05,
CU-07,
CU-10,
CU-13,
CU-14,
CU-15,
CU-17,
CU-18,
CU-27,
CU-29,
CU-34,
CU-40,
CU-42,
CU-44,
D331,
D335,
D351,
D370,
H040,
H046,
H085,
H089,
H103,
H106,
H112,
H114,
H144,
H173,
H201,
H215,
H231,
H243,
H249,
H281,
H299,
H307,
M014,
M030,
M033,
M039,
M049,
M056,
M058,
M059,
