train,val
1,D335
10,D370
12,H040
13136,H089
15,H106
1711,H112
2,H173
2054,H215
22,H243
25,H281
2510,H307
26,M030
2710,M039
31,M056
3219,M059
33,
34,
3480,
36,
3714,
38,
4086,
4421,
4564,
4968,
5,
5161,
53,
5462,
65,
7,
70,
7053,
72,
7339,
7924,
8,
80,
8005,
8318,
84,
86,
8985,
95,
96,
99,
CU-03,
CU-05,
CU-07,
CU-10,
CU-13,
CU-14,
CU-15,
CU-17,
CU-18,
CU-27,
CU-29,
CU-34,
CU-40,
CU-42,
CU-44,
D331,
D341,
D351,
H021,
H046,
H083,
H085,
H094,
H096,
H103,
H114,
H142,
H144,
H182,
H201,
H228,
H231,
H245,
H249,
H292,
H299,
H314,
M012,
M014,
M032,
M033,
M040,
M049,
M058,
M071,
